Country,Status,Date,Centre ID,Center,Verified,Type,Activity,Org,Capacity (N),Equipment (R.A.G),Staff (N),Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Province,Adm1 ID,District,Adm2 ID,Chiefdom,Place,Lat,Long,Address,Clinic Website,Location in OSM,Notes,Source of info,Old ID,Source link
Sierra Leone,Open,2012,HF0001,Diamei ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Diamei village ,7.4333416,-11.6609376,,,,"lat long appears to be for ""Hamlet Diamei, Pujehun District, Southern Province, Sierra Leone"" though this entry suggests Eastern district. Map location for Dama chiefdom does not appear to correspond with this location.  (perhaps this is another Diamei)  OSmaps suggested (momentarily? that the location at these coordinates might also be known by the name Diamein). Could also be ",,,
Sierra Leone,Open,2012,HF0002,Gao ,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Gao village ,7.7150446,-11.1883197,,,,"OSM name ""Gahun""",SL-MOH,,
Sierra Leone,Open,2012,HF0003,Geima ,Y- Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Geima town ,8.0705982,-11.234096,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0004,Konjo ,Y- Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Konjo Village ,8.344818,-11.4683428,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0005,Kornia  ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Kornia village ,7.866130397,-11.07194375,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0006,Kpandebu ,Y - Valeria,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Kpandebu town,7.75539,-11.192719,,,,"OSM name ""Penbadu, Kpandebu on poll district map",SL-MOH,,
Sierra Leone,Open,2012,HF0007,Lelima ,Y- Greg,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,lelima village ,8.0597283,-11.1970501,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0008,Loppa ,Y-Valeria,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Loppa village ,7.675492,-11.243168,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0009,Majihun ,Y- Greg,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Majihun Village ,7.8481916,-11.117789,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0010,Patama,Y- Greg,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Patama Village ,8.106136,-11.206232,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0011,Tawahun ,Y- Greg,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Tawahun village ,7.8645679,-11.0284201,,,,"located on district boundary, general location is similar to chiefdom pam",SL-MOH,,
Sierra Leone,Open,2012,HF0012,Tokpombu ,Y- Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dama,Tokpombu village ,7.821784,-11.0114559,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0013,Dodo,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dodo,Dodo town ,7.81632,-10.851883,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0014,Guala,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dodo,Guala village ,8.397992,-10.978157,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0015,Kundorma,Y - Valeria,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dodo,Kundorma village ,8.3112594,-11.237645,,,,"OSM name ""Kundoma""",SL-MOH,,
Sierra Leone,Open,2012,HF0016,Mbowohun,Y - Valeria,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Dodo,Mbowohun Village ,8.1059905,-11.212988,,,,"OSM name ""Jagbwema"", Mbowohun on poll district map",SL-MOH,,
Sierra Leone,Open,2012,HF0017,Belebu ,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Belebu Village ,7.6046903,-11.0406959,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0018,Fayeima,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Fayeima Village,,,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0019,Geigbwema,Y- Greg,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Gegbwema Village ,7.579722,-11.154167,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0020,Gorahun,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Gorahun Towm ,7.4643645,-11.2394381,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0021,Jao,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Jao village (Jaomahun),8.4817021,-11.5302489,,,,https://docs.google.com/spreadsheets/d/14vWir3seXqx9EbuQPDH-YQ8Ja0f-FMWc77P8pkmV3WA/edit#gid=1936738899,SL-MOH,,
Sierra Leone,Open,2012,HF0022,Joru ,Y- Greg,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Joru town,7.6916174,-11.0550025,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0023,Kokoru,Y- Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Kokoru Village ,7.6316923,-11.117782,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0024,Mano Njegbla,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Mano Njegbla Village ,7.6403863,-11.0294627,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0025,Mendekelema,y-Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Mendekelema Village ,7.763239,-10.977305,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0026,Ngeiwahun,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Ngeiwahun Village ,7.6151007,-11.0815531,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0027,Perrie,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Perrie Village ,7.661389,-11.079664,,,,"OSM name ""Peri""",SL-MOH,,
Sierra Leone,Open,2012,HF0028,Sandaru ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Sandaru Village ,7.7694129,-11.0415786,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0029,Sembehun,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Sembehun village ,7.7290972,-10.9602279,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0030,Tikonko,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Tikonko village ,7.686,-11.1415705,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0031,Venima,y-Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gaura,Venima vilage ,8.3126788,-11.0574425,,,,"district matches, ",SL-MOH,,
Sierra Leone,Open,2012,HF0032,Bambara Kaima,y-Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Bambara kaima Village ,8.31667,-11.35,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0033,Konta,Y- Greg,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Konta village ,8.3828554,-11.3337514,,,,"district matches, general location is similar to chiefdom map",SL-MOH,,
Sierra Leone,Open,2012,HF0034,Mondema,Y - Valeria,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Momdema Town ,8.4745523,-11.4365981,,,,"OSM name ""Mondema""",SL-MOH,,
Sierra Leone,Open,2012,HF0035,Ngiegboiya,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Ngeigboiya village ,8.511002756,-11.52060887,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0036,Punduru,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Punduru Village ,8.4867519,-11.2869891,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0037,Tungei,Y - Valeria,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Gorama Mende,Tungei town ,8.417248,-11.5046483,,,,"OSM name ""Tungie""",SL-MOH,,
Sierra Leone,Open,2012,HF0038,Baoma Oil Mill,Y - Valeria,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Kandu Leppiema,Baoma Oil mil village ,8.0441039,-11.3296562,,,,"OSM name ""Boama"", Boama oil mill on poll station list (n. 2217)",SL-MOH,,
Sierra Leone,Open,2012,HF0039,Deima,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Kandu Leppiema,Deima Village ,7.9789347,-11.2589843,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0040,Gbado,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Kandu Leppiema,Gbado village ,8.0076956,-11.2781898,,,,"OSM name ""Bado"", Gbado on poll station list (n. 2205)",SL-MOH,,
Sierra Leone,Open,2012,HF0041,Levuma,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Kandu Leppiema,Levuma Town ,7.96883,-11.3108926,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0042,Sembehun,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Kandu Leppiema,Sembehun village ,8.0198571,-11.3271159,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0043,Baoma Koya,Y - Valeria,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Koya,Baoma Koya Town ,7.55205,-11.302915,,,,"OSM name ""Baoma"", ""Koya Gbundohun, Baoma Town"" on poll station list (n. 2268)",SL-MOH,,
Sierra Leone,Open,2012,HF0044,Bongor,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Koya,Bongor village ,7.610932081,-11.28977852,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0045,Jui ,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Koya,Jui village ,7.649218272,-11.30025606,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0046,Nyandehun,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Koya,Nyandehun Village ,8.3908236,-11.5060723,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0047,Serabu,Y - Stuart,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Koya,Serabu Village ,7.6043841,-11.349517,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0048,Woyama ,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Langrama,Woyama village ,7.6919223,-11.4739905,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0049,Yabaima,Y - Stuart,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Langrama,yabaima vilage ,7.6401449,-11.477356,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0050,Bomie,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Bomie section (Tongo Field) ,8.232651771,-11.04646759,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0051,Foindu,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Foindu village ,8.1045724,-11.0552172,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0052,Kamboma,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Kamboma village ,8.3569818,-11.4335508,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0053,Komendeh Luyaima ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Komendeh village ,8.064728014,-10.99685172,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0054,Konjo,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Konjo Village ,8.344818,-11.4683428,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0055,Kornia Kpindema,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Kornia Kpindima village ,8.105256002,-11.0095334,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0056,Kpandebu,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Kpandebu section (Tongo Field) ,8.215257969,-11.07142147,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0057,Kpetema,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Kpetema village ,8.274552274,-11.07433471,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0058,Lowoma,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Lowoma Town ,8.219606577,-10.99078662,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0059,Ngeihun,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Ngeihun Village ,8.17555937,-11.08299228,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0060,Njagbahun,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Njagbahun village ,8.2509138,-11.060801,,,,"OSM name ""Dagbahun"", Njagbahun on poll map",SL-MOH,,
Sierra Leone,Open,2012,HF0061,Panguma Hospital,Y - Stuart,Hospital,Hospital,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Panguma Towm,8.1852,-11.137335,"Stichting Vrienden van Panguma, Denneweg 15a, 2514 CB Den haag",,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0062,Pelewahun,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Pelewahun village ,8.3329576,-11.0617786,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0063,Sandeyeima,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,sandeyeima section (Tongo Field) ,8.219279357,-11.06815769,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0064,Sembeima,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Sembeima village ,8.21176669,-11.02742378,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0065,Semeiwabu,Y - Valeria,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Semewabu Village ,8.1840963,-11.0546773,,,,"OSM name ""Sumbaru"", Semewabu on poll district map",SL-MOH,,
Sierra Leone,Open,2012,HF0066,Saama,Y - Stuart,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Saama Town,7.831608,-11.3151938,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0067,Tongo,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Tokpombu section (Tongo Field),8.2188562,-11.0604289,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0068,Weima,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Lower Bambara,Weima town,8.345918576,-11.05035737,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0069,Bendoma,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Malegohun,Bendoma village ,8.23086213,-10.89537834,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0070,Bendu,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Malegohun,Bendu Towm,8.0975605,-10.9703976,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0071,Helegombu,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Malegohun,Helegombu village ,8.363952187,-10.8776156,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0072,Ngeihun Konjo,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Malegohun,Ngeihun Konjor village ,8.26999397,-10.88879439,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0073,Bandawor,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Niawa,Bandowor village ,7.761761424,-11.36702503,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0074,Gandorhun ,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Niawa,Gandorhun village ,7.61562898,-11.44895416,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0075,Sendumei,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Niawa,Sendumei town ,7.712796,-11.387888,,,,Found on Google Maps,SL-MOH,,
Sierra Leone,Open,2012,HF0076,Faama ,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nomo,Faama Village ,7.525556801,-10.99697826,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0077,Bambawolo ,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,"Bambawlo (Bambawo, Bambawolo)Village ",8.0086859,-11.1321693,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0078,Burma 2,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Burma 2 section (Kenema City),7.891155337,-11.17645413,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0079,Koyagbema,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Dauda Town Section (Kenema City),7.848504343,-11.20323528,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0080,Deigbuama,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Degbuama section (Kenema City) ,7.864016687,-11.20643543,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0081,Gbo-Kakajama 1,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Gbo-Kakajama section (Kenema City),7.867267784,-11.1932086,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0082,Gbo-Kakajama 2,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Gbo-Kakajama section (Kenema City),7.857991979,-11.20216126,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0083,Ngelehun,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Gelehun (Ngelehun) village ,8.0131094,-11.11314,,,,"Geolocated to village level.  There are three villages with the name of Gelehun, Ngelehun in this area according to Google maps and OSM:   7.8978067, -11.3917198;   8.0131094, -11.11314; 7.8682918, -11.7059112",SL-MOH,,
Sierra Leone,Open,2012,HF0084,UFClinic/School health services,Yes,Health Clinic,Clinic,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Government Hospita -(Kenema City),7.876239785,-11.18529646,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0085,Hangha,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Hangha Town,7.9390302,-11.1422825,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0086,Gbo-Lambayama 2,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Hotaguha street - Kenema City ,7.86128795,-11.19934133,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0087,Jormu,Yes,Health Post,CHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Jormu (Jomu) Village ,7.9488019,-11.0501763,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0088,Kpetema ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Kamara town section (Kenema City),7.856893569,-11.18574809,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0089,Komendeh,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Komendeh (Komende) village ,7.892332,-11.2746248,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0090,Konabu,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Konabu village ,7.894515,-11.1038142,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0091,Kondebortihun,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Kondebortihun section (Kenema City),7.899989292,-11.18288276,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0092,Kpayama 1,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Kpayama Section (Kenema City),7.866534028,-11.17963428,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0093,Kpayama 2,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Kpayama Section (Kenema City),7.86876882,-11.17748844,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0094,Lango town ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Lango Town Section Kenema City),7.873434264,-11.18594351,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0095,Largo,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Largo (Lago) Town ,8.0508076,-11.1046054,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0096,Masaahun,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,"Massahun (Masahun, Masaahun) Village ",7.9887155,-11.2706435,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0097,SL Red Cross Clinic,Yes,Health Clinic,Clinic,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Maxwell Khobe street (Kenema City) ,7.877875126,-11.19408934,20 Maxwell Khobe street,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0098,Nekabo,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Nekabo Village ,7.9264289,-11.0543067,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0099,Niahun buima,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Niahun Buima (Gnanyahun Bulima) Village,7.9889635,-11.1040187,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0100,Nyandeyaima,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Nyandeyama Section (Kenema City) ,7.867326701,-11.19749668,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0101,Panderu,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Panderu (Kpanderu) village ,7.959722,-11.136389,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0102,Gbo-Lambayama 1,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Police Barracks - Kenema City,7.867700119,-11.19523238,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0103,Potehun ,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Potehun (Putahun) Village ,7.966289,-11.0738906,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0104,Military (MI Room) ,Yes,Health Clinic,Clinic ,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,RTI section (Kenema Ciity) ,,,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0105,Samai Town,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Samai town section - (Kenema City) ,7.867999661,-11.17938811,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0106,Talia,Yes,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Talia town ,8.05,-11.0333,,,,Two villages in Kenema with the name Talia: Talia Makaya & Talia Torgboma.  The coordinates are for Talia Torgboma.,SL-MOH,,
Sierra Leone,Open,2012,HF0107,Tokpomdu Nong.,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Tokpombe section (Kenema City),7.862950275,-11.18566195,,,,,SL-MOH,,
Sierra Leone,Open,2012,HF0108,Vaahun,Yes,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Nongowa,Vaahun village ,8.0282589,-11.0020458,,,,Geolocated to village level,SL-MOH,,
Sierra Leone,Open,2012,HF0109,Bambara,Y - Stuart,Health Post,MCHP,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Simbaru,Bambara Village ,8.3169606,-11.346071,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2012,HF0110,Boajibu,Y - Stuart,Health Centre,CHC,,,,,,,,,,,,,,,Eastern,SL01,Kenema,SL0102,Simbaru,Boajibu Town,8.1911654,-11.3400471,,,,Found on OSM,SL-MOH,,
