Country,Status,Date,Centre ID,Center,Verified,Type,Activity,Org,Capacity (N),Equipment (R.A.G),Staff (N),Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Province,Adm1 ID,District,Adm2 ID,Chiefdom,Place,Lat,Long,Address,Clinic Website,Location in OSM,Notes,Source of info,Old ID,Source link
Sierra Leone,,2014,HF0331,Magbaft ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Magbaft,8.377286,-12.3343766,,,,,SL-MOH,,
Sierra Leone,,2014,HF0332,Makellehl ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Makelleh,8.4473853,-12.5636551,,,,,SL-MOH,,
Sierra Leone,,2014,HF0333,Makondu ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Makondu,8.360909,-12.5744056,,,,,SL-MOH,,
Sierra Leone,,2014,HF0334,Makrugbeh ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Makrugbeh,8.4225941,-12.3606884,,,,,SL-MOH,,
Sierra Leone,,2014,HF0335,Maraka ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Maraka,8.51494,-12.2841848,,,,,SL-MOH,,
Sierra Leone,,2014,HF0336,Mathoir ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mathoir,8.485501234,-12.41629033,,,,,SL-MOH,,
Sierra Leone,,2014,HF0337,Mayogbor ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mayogbro,8.3711116,-12.0351997,,,,,SL-MOH,,
Sierra Leone,,2014,HF0338,Mile 91 –  Hinistas ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mile 91,8.4659111,-12.2115824,,,,,SL-MOH,,
Sierra Leone,,2014,HF0339,Mile 91 – Hinistas,,Health Clinic,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mile 91,8.4659111,-12.2115824,,,,,SL-MOH,,
Sierra Leone,,2014,HF0340,Mile 91 – Hinistas ,,Health Clinic,,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mile 91,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0341,Mile 91 – Hinistas ,,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Mile 91,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0342,Petifu Fulamansa ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Petifu Fula mansa,8.2766311,-12.0647197,,,,,SL-MOH,,
Sierra Leone,,2014,HF0343,Rochein Kamandao ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Rochein Kamandao,8.3978907,-12.1787952,,,,,SL-MOH,,
Sierra Leone,,2014,HF0344,Rokimbi ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Rokimbi,8.4785574,-12.3768804,,,,,SL-MOH,,
Sierra Leone,,2014,HF0345,Roneitta ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Roneitta,8.3605046,-12.4870237,,,,,SL-MOH,,
Sierra Leone,,2014,HF0346,Rorocks ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Rorocks,8.3762695,-12.4294468,,,,,SL-MOH,,
Sierra Leone,,2014,HF0347,Yonibana ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Yoni,Yonibana,8.4434702,-12.2408112,,,,,SL-MOH,,
Sierra Leone,,2014,HF0348,Mathufulie  ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Tonkolili,SL0205,Tane,Mathufulie,8.6356513,-11.9023742,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0349,Barakuya ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Barakuya ,9.4791163,-12.6337732,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0350,Gbolon ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Gbolon ,9.3417646,-12.7289694,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0351,Kanku Bramaia,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Kanku Bramaia,9.252483941,-12.8323408,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0352,Konta ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Konta ,9.545720611,-12.62927995,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0353,Kukuna ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Kukuna ,9.3974574,-12.6657748,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0354,Shekaia ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Bramaia,Shekaia ,9.0138542,-13.2157421,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0355,Fodaya ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Fodaya ,8.9761462,-12.8721992,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0356,Gbalamuya ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Gbalamuya ,9.175655616,-12.95186468,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0357,Mafaray ,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Mafaray ,9.21787402,-12.91952462,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0358,Magbengbeh ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Magbengbeh ,9.076130187,-13.03561135,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0359,Tawuya,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Tawuya,9.1020428,-12.9466112,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0360,Worreh ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Gbinleh-Dixon,Worreh ,9.086967491,-12.97416188,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0361,Barmoi Luma ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Barmoi Luma ,9.041114189,-12.91372959,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0362,Dibia ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Dibia ,9.0751291,-12.8474401,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0363,Gbonkomaria,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Gbonkomaria,8.9523452,-12.9711872,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0364,Kamba ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Kamba ,9.04065916,-12.87385893,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0365,Magbethy ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Magbethy ,9.0579041,-12.9482929,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0366,Mathureneh ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Mathureneh ,9.06679,-12.9045497,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0367,Meni Curve ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Meni Curve ,9.01474229,-12.85951766,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0368,Mile 18,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Mile 18,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0369,Modia ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Modia ,9.3384125,-12.7607448,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0370,Red Cross Clinic ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Kambia,9.115022556,-12.92378885,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0371,Rokupr ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Rokupr ,9.017242538,-12.94440931,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0372,Santhai ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Santhai ,9.067596823,-12.88655002,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0373,UFC-Kambia ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Kambia ,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0374,Wullah Thenkle ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Wullah Thenkle ,9.1347353,-12.8429696,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0375,Kalainkay ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Kalainkay ,8.8830972,-13.0962657,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0376,Macoth ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Macoth ,8.9236101,-13.0092947,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0377,Mambolo ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Mambolo ,8.9202495,-13.0369669,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0378,Mayakie ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Mayakie ,9.0153174,-12.8423635,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0379,Rokel ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Rokel ,8.89885,-13.0628724,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0380,Romando ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Romando ,8.863597711,-12.98748988,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0381,Rotainbana ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Rotainbana ,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0382,Tombo Wallah ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Tombo Wallah ,8.854399636,-13.12041691,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0383,Bankamakulor,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Masungbala,Bankamakulor,9.152341275,-12.72006041,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0384,Barmoi munu ,Yes,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Masungbala,Barmoi munu ,9.092867513,-12.75015571,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0385,Gballan thallan ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Masungbala,Gballan thallan ,9.023541876,-12.76025172,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0386,Kania,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Masungbala,Kania,9.182856091,-12.79019523,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0387,Kawula ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Masungbala,Kawula,9.134594871,-12.8450729,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0388,Bapuya ,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Bapuya ,9.009555645,-13.11070099,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0389,Kania  ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kania,9.0376443,-12.9321956,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0390,Kassoria ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kasoria,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0391,Kassirie ,Yes,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kassirie ,8.94281745,-13.11378307,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0392,Kortimoh ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kortimoh ,8.9033921,-13.2375677,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0393,Koya ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Koya ,8.966735579,-13.03518478,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0394,Koya  ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Koya  ,8.966735579,-13.03518478,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0395,Kychom ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kychom ,8.929073343,-13.14371955,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0396,Kychum ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Kychum,8.929073343,-13.14371955,,,,,SL-MOH,,
Sierra Leone,,2014,HF0397,Macoth ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Macoth,9.006092,-12.9465888,,,,,SL-MOH,,
Sierra Leone,,2014,HF0398,Mafufuneh,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mafufuneh,8.9848516,-13.0728727,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0399,Mafufuneh ,Yes  - Trev,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mafufuneh ,8.9848516,-13.0728727,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0400,Mange Bissan ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mange Bissan ,9.04389518,-12.97768618,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0401,Mapotolom ,Yes,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mapotolom ,9.049871724,-13.27103384,,,,,SL-MOH,,
Sierra Leone,,2014,HF0402,Mile 14 ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mile 14,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0403,Modia,Yes  - Trev,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Modia,9.3384125,-12.7607448,,,,,SL-MOH,,
Sierra Leone,,2014,HF0404,Mopotolo,yes   ,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Mopotolo,9.049871724,-13.27103384,,,,,SL-MOH,,
Sierra Leone,,2014,HF0405,Moribaya,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Moribaya,9.017799326,-13.17125945,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0406,Moribaya ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Moribaya ,,,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0407,Rokai ,Yes  - Trev,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Rokai ,9.0047816,-13.2861297,,,,,SL-MOH,,
Sierra Leone,,2014,HF0408,Rokai,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Rokai   ,9.003039438,-13.28467984,,,,,SL-MOH,,
Sierra Leone,,2014,HF0409,Rosinor,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Rosinor,8.972819508,-12.99815639,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0410,Rosinor ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Rosinor ,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0411,Samaia ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Samaia,9.2301471,-12.8103564,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0412,Soriebolomia ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Soriebolomia ,9.0570832,-13.2152458,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0413,Yeliboya ,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Yeliboya ,8.953376721,-13.26151735,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0414,Yeliboya,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Samu,Yeliboya  ,8.9515263,-13.2606027,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0415,Bubuya ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Bubuya ,9.289236491,-12.67030521,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0416,Kamagbewu ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kamagbewu ,9.2566098,-12.5779811,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0417,Kamassasa ,Yes,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kamassasa ,9.395742202,-12.5456023,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0418,Kamawallah ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kamawallah ,9.2644784,-12.6095133,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0419,Kasoria ,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kasoria ,9.2212785,-12.7352679,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0420,Katherie ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Katherie ,9.181571,-12.6965033,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0421,Madina ,Y - Stuart,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Madina ,9.228939,-12.859176,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0422,Masseleh ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Masseleh ,9.215848858,-12.71101254,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0423,Masunthu ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Masunthu ,9.1652909,-12.6874525,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0424,Mile 14 ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Mile 14 ,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0425,Numea ,Yes,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Numea ,9.265156871,-12.71896385,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0426,Samaia ,Y - Stuart,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Samaia ,9.331198923,-12.6593174,,,,Found on OSM,SL-MOH,,
Sierra Leone,Open,2014,HF0427,Sella Kafta ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Sella Kafta ,,,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0428,Timbo ,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Timbo ,9.0343241,-13.2949354,,,,,SL-MOH,,
Sierra Leone,Open,2014,HF0429,Yebaya,Yes,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Yebaya,9.3054241,-12.6014769,,,,,SL-MOH,,
Sierra Leone,,2014,HF0430,Kambia Makama ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Port Loko,SL0204,Tinkatupa Makama Safroko,Kambia Makama,8.817117,-12.5828229,,,,,SL-MOH,,
Sierra Leone,,2014,HF0431,Maron ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Magbema,Maron,8.9815031,-12.8943629,,,,,SL-MOH,,
Sierra Leone,,2014,HF0432,Melekuray  ,,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Port Loko,SL0204,Tinkatupa Makama Safroko,Melekuray,8.8034605,-12.6379386,,,,,SL-MOH,,
Sierra Leone,,2014,HF0433,Robaka  ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Mambolo,Robaka,8.8910271,-13.0404233,,,,,SL-MOH,,
Sierra Leone,,2014,HF0434,Robaneh ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Port Loko,SL0204,Tinkatupa Makama Safroko,Robaneh,8.8128974,-12.5256266,,,,,SL-MOH,,
Sierra Leone,,2014,HF0435,Sorie Bolomia ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Bolomia,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0436,Kamagbew,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kamagbew,9.2566098,-12.5779811,,,,,SL-MOH,,
Sierra Leone,,2014,HF0437,Kamasasa ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kamasasa,9.2343864,-12.6530033,,,,,SL-MOH,,
Sierra Leone,,2014,HF0438,S. L. Red Cross Clinic,,Health Clinic,,NGO,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kambia,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0439,Katherie,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Katherie,9.181571,-12.6965033,,,,,SL-MOH,,
Sierra Leone,,2014,HF0440,Kortimor ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Kortimor,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0441,Madina ,Y - Stuart,Health Clinic,,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Madina,8.9138534,-12.9563218,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0442,Mange Bissan ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Mange Bissan,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0443,Masselleh ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Masselleh,9.214681,-12.7128905,,,,,SL-MOH,,
Sierra Leone,,2014,HF0444,Masunthu  ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Masunthu,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0445,Nuema  ,,Health Centre,CHC,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Nuema  ,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0446,Romando ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Romando,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0447,Rotinbaba ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Rotinbaba,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0448,Sella Kafta ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Sella Kafta - MCHP,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0449,Tawuya ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Tawuya,,,,,,,SL-MOH,,
Sierra Leone,,2014,HF0450,Timpo ,,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Timpo,9.1965339,-12.7467228,,,,,SL-MOH,,
Sierra Leone,,2014,HF0451,Tombo Walla ,Y - Stuart,Health Post,CHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Tombo Walla,8.9854611,-12.9598034,,,,Found on OSM,SL-MOH,,
Sierra Leone,,2014,HF0452,Worreh ,,Health Post,MCHP,GOV,,,,,,,,,,,,,,Northern,SL02,Kambia,SL0202,Tonko Limba,Worreh,,,,,,,SL-MOH,,
